"id";"name";"meta_keywords";"tags"
"121";"Запуск тоннелепроходческого щита от станции метро ""Хорошевская"" до ст. ""Деловой центр"". В. Швецов";"";"метро|строительство метро|тоннели|ТПМК|тоннелепроходческий щит|Третий пересадочный контур"
"122";"Чин освящения закладного камня в основание храма в честь Иверской иконы Божией Матери";"";\N
"123";"Запуск тоннелепроходческого щита от станции метро ""Лесопарковая"" до ст. ""Битцевский парк""";"";"метро|строительство метро|тоннели|ТПМК|тоннелепроходческий щит|Бутовская линия"
"124";"Осмотр хода строительства продления Таганско-Краснопресненской линии метро (ст. ""Выхино"" - ст. ""Котельники""). С. Собянин, М. Хуснуллин";"";"Марат Хуснуллин|метро|строительство метро|Таганско-Краснопресненская линия"
"125";"День строителя - 2012. Олимпийский комплекс ""Лужники"". С. Собянин, М. Хуснуллин";"";"Программа-200|Марат Хуснуллин"
"126";"Посещение нового здания лицея № 1524 в Печатниках. С. Собянин, М. Хуснуллин";"";"Марат Хуснуллин|школа|объекты образования"
"127";"Осмотр хода строительства станции ""Лесопарковая"" Бутовской линии метрополитена. С. Собянин, М. Хуснуллин";"";"метро|строительство метро|Бутовская линия|станции метро"
"128";"Осмотр строительства участка Северо-Восточной хорды от шоссе Энтузиастов до Измайловского шоссе. С. Собянин, М. Хуснуллин";"";"дороги|Марат Хуснуллин|хорда"
"129";"Заключительный семинар конкурса на разработку проекта концепции развития Московской агломерации. М. Хуснуллин";"";"Марат Хуснуллин|новая Москва"
"130";"Открытие выставки проектов концепции Московской агломерации. С. Собянин, М. Хуснуллин";"";"конкурсы|новая Москва"
"131";"Открытие станции ""Новокосино"" Калининской линии метрополитена. В. Путин, С. Собянин, И. Беседин";"";"метро|строительство метро|станции метро|Калининская линия"
"132";"Открытие комплекса зданий 1-го Московского кадетского корпуса";"кадетский корпус";"школа|объекты образования"
"133";"Открытие после реконструкции четвертого корпуса Московской консерватории";"";"объекты образования|реконструкция"
"134";"Подведение итогов конкурса на разработку концепции развития Московской агломерации. М. Хуснуллин, А. Боков, А. Высоковский";"";"Марат Хуснуллин|конкурсы"
"135";"Пресс-показ, посвященный реализации программы г. Москвы ""Градостроительная политика"" в ЦАО. С. Лёвкин, С. Байдаков";"реконструкция, градостроительная политика";"Москва|презентация|Сергей Лёвкин|строительство"
"136";"Семинар «Обеспечение техники безопасности при строительстве линий московского метрополитена». В. Швецов";"";"метро|строительство метро"
"137";"Открытие гаражного комплекса на Краснопрудной улице. И. Кузнецов";"";"народный гараж"
"138";"Запуск движения по новой автомагистрали от Звенигородского шоссе до ММДЦ ""Москва-Сити"". С. Собянин, М. Хуснуллин";"";"дороги|Марат Хуснуллин"
"139";"Осмотр хода строительства станции ""Деловой центр"" Калининско-Солнцевской линии метрополитена. С. Собянин, М. Хуснуллин";"";"Марат Хуснуллин|метро|строительство метро|Калининско-Солнцевская линия|станции метро"
"140";"Открытие выставки ""Большая Москва. XX век"" в музее архитектуры им. А.В. Щусева. М. Хуснуллин, С. Кузнецов";"выставка, Генплан, развитие Москвы";"Марат Хуснуллин|Сергей Кузнецов|выставка"
"141";"Строительство участка Бутовской линии метрополитена от станции ""Улица Старокачаловская"" до станции ""Битцевский парк"". С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|Бутовская линия"
"142";"Посещение нового корпуса детского сада на Озерной улице (ЗАО). С. Собянин";"";"Москва|ДОУ|детские сады"
"143";"Встреча с ветеранами Стройкомплекса в Центральном доме архитектора. М. Хуснуллин";"социальная политика, ветераны, встреча";"Марат Хуснуллин"
"144";"Посещение шахты № 915 строящейся станции ""Петровско-Разумовская"" Люблинско-Дмитровской линии метрополитена. В. Швецов";"";"метро|строительство метро|Люблинско-Дмитровская линия|станции метро"
"145";"Осмотр реконструкции Ярославского шоссе. М. Хуснуллин";"";"дороги|Марат Хуснуллин|вылетные магистрали"
"146";"Награждение  победителей городского конкурса ""Лучший реализованный проект 2011 года"". М. Хуснуллин, Б. Фролов, С. Лёвкин, А. Максименко";"лучший реализованный проект";"Марат Хуснуллин|Сергей Лёвкин|строительство|конкурсы"
"147";"Субботний объезд объектов строительства в Западном округе Москвы. М. Хуснуллин";"";"Марат Хуснуллин|дороги|школа"
"148";"Осмотр хода строительства электродепо ""Братеево"". С. Собянин, М. Хуснуллин, И. Беседин";"";"Марат Хуснуллин|метро|строительство метро|электродепо|Замоскворецкая линия|Люблинско-Дмитровская линия"
"149";"Закладка Парка метростроителей в Митино. М. Хуснуллин, А. Бочкарев, А. Кульбачевский, В. Говердовский";"парк метростроителей, компенсационное озеленение";"Марат Хуснуллин|Андрей Бочкарев"
"150";"Запуск тоннелепроходческого щита от станции метро ""Юго-Западная"" в сторону станции ""Тропарево"". С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Андрей Бочкарев|метро|строительство метро|тоннели|ТПМК|тоннелепроходческий щит|Сокольническая линия|проходка тоннелей"
"151";"Заседание Коллегии Стройкомплекса. М. Хуснуллин, С. Лёвкин, А. Бочкарев, А. Зайко, К. Тимофеев, И. Солонников, В. Жидкин, А. Антипов, С. Кузнецов, В. Ресин";"коллегия, Стройкомплекс, строительство";"Марат Хуснуллин|Андрей Бочкарев|Сергей Лёвкин|Константин Тимофеев|Сергей Кузнецов|Владимир Жидкин|строительство"
"152";"Запуск автомобильного движения по разворотной эстакаде на Варшавском шоссе около МКАД. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"дороги|Марат Хуснуллин|Андрей Бочкарев|развязки|транспортные развязки|вылетные магистрали|МКАД"
"153";"Осмотр второго вестибюля станции ""Марьина роща"" Люблинско-Дмитровской линии метрополитена. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|Люблинско-Дмитровская линия|станции метро"
"154";"Совещание по проблемам развития ""новой Москвы"". С. Собянин, М. Хуснуллин, А. Бочкарев, В. Жидкин";"";"Марат Хуснуллин|Андрей Бочкарев|Владимир Жидкин|новая Москва"
"155";"Осмотр хода строительства станции ""Лермонтовский проспект"" Таганско-Краснопресненской линии метро. С. Собянин, М. Хуснуллин, А. Бочкарев, И. Беседин";"";"Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|Таганско-Краснопресненская линия"
"156";"Завершение проходки первого тоннеля метро от станции ""Улица Старокачаловская"" до ст. ""Лесопарковая"". А. Бочкарев,  В. Швецов";"";"Андрей Бочкарев|метро|строительство метро|Бутовская линия|ТПМК|тоннелепроходческий щит"
"157";"Осмотр хода строительства станции ""Хорошевская"" Третьего пересадочного контура метрополитена.  С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|Третий пересадочный контур|станции метро"
"158";"Осмотр хода строительства эстакады на пересечении Дмитровского шоссе  с Долгопрудненским и Челобитьевским шоссе. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Марат Хуснуллин|Андрей Бочкарев|вылетные магистрали"
"159";"Осмотр строительства тоннелей на пересечении Каширского шоссе с проспектами Андропова и Пролетарским. М. Хуснуллин, А. Бочкарев";"";"дороги|Марат Хуснуллин|Андрей Бочкарев|развязки|транспортные развязки|вылетные магистрали"
"160";"Пожарно-тактические учения на территории ММДЦ ""Москва-Сити"" с участием специалистов Стройкомплекса";"";"Москва-Сити"
"161";"Осмотр хода строительства станции ""Лесопарковая"" Бутовской линии метрополитена. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Марат Хуснуллин|метро|строительство метро|Бутовская линия|Андрей Бочкарев|станции метро"
"162";"Московский международный урбанистический форум. С. Собянин, М. Хуснуллин, С. Кузнецов";"";"Марат Хуснуллин|Сергей Кузнецов|форум"
"163";"Награждение журналистов - победителей конкурса ""Медиа-град"". М. Хуснуллин";"";"Марат Хуснуллин|освещение работы Стройкомплекса|конкурсы"
"164";"Субботний объезд: строительство станции ""Алма-Атинская"" Замоскворецкой линии метрополитена. М. Хуснуллин";"";"Марат Хуснуллин|метро|строительство метро|Замоскворецкая линия|станции метро"
"165";"Осмотр хода реконструкции электродепо ""Печатники"". С. Собянин, М. Хуснуллин";"";"Марат Хуснуллин|метро|строительство метро|электродепо|Люблинско-Дмитровская линия"
"166";"Награждение победителей конкурса на разработку концепции развития Московской агломерации (в рамках фестиваля ""Зодчество-2012""). М. Хуснуллин, А. Боков, С. Кузнецов";"";"Марат Хуснуллин|Сергей Кузнецов|конкурсы|фестиваль|Московская агломерация"
"167";"Осмотр хода строительства станции ""Петровско-Разумовская"" Люблинско-Дмитровской линии метро. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|Люблинско-Дмитровская линия|станции метро"
"168";"Открытие крупнейшего в России пассажирского терминала аэропорта Внуково. С. Иванов, С. Собянин";"";"аэропорты"
"169";"Открытие разворотного тоннеля на Каширском шоссе. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"дороги|Марат Хуснуллин|Андрей Бочкарев|развязки|транспортные развязки|вылетные магистрали"
"170";"Открытие станции ""Алма-Атинская"" Замоскворецкой линии метрополитена. С. Собянин, М. Хуснуллин";"";"Марат Хуснуллин|метро|Замоскворецкая линия|строительство метро|станции метро"
"171";"Открытие отстойно-разворотного корпуса электродепо ""Печатники"". А. Бочкарев, И. Беседин";"";"Андрей Бочкарев|метро|строительство метро|электродепо|Люблинско-Дмитровская линия"
"172";"Осмотр хода строительства транспортной развязки на пересечении Новоясеневского проспекта и Профсоюзной улицы. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Марат Хуснуллин|Андрей Бочкарев|дороги|развязки|транспортные развязки"
"173";"Осмотр хода строительства станции метро ""Жулебино"". С. Собянин, А. Бочкарев, И. Беседин";"";"Андрей Бочкарев|метро|строительство метро|Таганско-Краснопресненская линия|станции метро"
"176";"Субботний объезд Зеленограда и совещание с участием жителей округа. М. Хуснуллин, А. Смирнов";"";"Марат Хуснуллин|спортивные объекты"
"179";"Посещение  реконструированной АЗС на ул. Свободы. С. Собянин, М. Хуснуллин";"";"Марат Хуснуллин|промышленные объекты"
"180";"Коллегия Комплекса градостроительной политики и строительства Москвы. С. Собянин, М. Хуснуллин";"";"Марат Хуснуллин|коллегия Стройкомплекса"
"181";"Субботний объезд ВАО. Совещание с участием жителей округа.  М. Хуснуллин, А. Бочкарев, С. Лёвкин";"";"Марат Хуснуллин|Андрей Бочкарев|Сергей Лёвкин|жители"
"182";"Запуск тоннелепроходческого щита (ст. м. ""Ломоносовский проспект"" - ст. м. ""Парк Победы""). А. Бочкарев";"";"Андрей Бочкарев|строительство метро|ТПМК|тоннелепроходческий щит|Калининско-Солнцевская линия|метро|тоннели|проходка тоннелей"
"183";"Вручение благодарственных писем сотрудникам Стройкомплекса Москвы. М. Хуснуллин";"";\N
"184";"Внеплановые проверки противопожарного состояния всех объектов строительства ММДЦ ""Москва-Сити""";"";"офисные центры|Москва-Сити"
"186";"Субботний объезд  ЗАО и совещание с участием жителей округа. М. Хуснуллин, А. Александров";"";"Марат Хуснуллин"
"188";"Проекты новых станций метро";"";\N
"189";"Станция ""Новокосино"" Калининской линии метрополитена. Строительство, 24.04.2011";"";"метро|строительство метро|станции метро|Калининская линия"
"190";"Станция ""Парк культуры"" Кольцевой линии метрополитена. Реконструкция, 24.04.2012.";"";"метро|станции метро|Кольцевая линия|реконструкция"
"191";"Станция метро Трубная";"";\N
"192";"Станция ""Марьина роща"" Люблинско-Дмитровской линии метрополитена";"";"метро|Люблинско-Дмитровская линия|станции метро"
"194";"Запуск двух тоннелепроходческих щитов от ст. м. ""Ходынское поле"" Третьего пересадочного контура. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|ТПМК|тоннелепроходческий щит|Третий пересадочный контур|проходка тоннелей"
"196";"Субботний объезд СЗАО и совещание с участием жителей округа. М. Хуснуллин, В. Говердовский";"";"жители|Марат Хуснуллин"
"197";"Пресс-тур на площадку будущего парка ""Зарядье"". С. Кузнецов";"";"Сергей Кузнецов|Москва|народные парки|Зарядье"
"198";"Заседание Попечительского совета Фонда поддержки строительства храмов Москвы. С. Собянин, В. Ресин, патриарх Кирилл";"";"храмы|Программа-200"
"199";"Открытие выставки проектов конкурса ""Лучший реализованный проект 2012 года"". С. Лёвкин, В. Аистов, Б. Фролов";"";"Сергей Лёвкин|конкурсы"
"200";"Субботний объезд СВАО и совещание с участием жителей округа. М. Хуснуллин";"";"Марат Хуснуллин|дороги"
"201";"Метро";"";\N
"202";"Объезды";"";\N
"203";"Дорожное строительство";"";\N
"204";"Открытие тоннеля (пересечение Варшавского шоссе с ул. Подольских Курсантов и Красного Маяка). С. Собянин, М. Хуснуллин";"";"дороги|Марат Хуснуллин|вылетные магистрали|тоннели"
"205";"Посещение электродепо ""Печатники"". С. Собянин, И. Беседин";"";"метро|электродепо"
"206";"ДОУ";"";\N
"207";"Открытие тоннелей на пересечении Каширского шоссе с Пролетарским проспектом и проспектом Андропова. С. Собянин, П. Аксенов";"";"дороги|вылетные магистрали|тоннели"
"208";"Объезд площадок метростроения. М. Хуснуллин";"";"Марат Хуснуллин|метро|строительство метро|Бутовская линия|Таганско-Краснопресненская линия|Сокольническая линия"
"209";"Первомайское шествие. М. Хуснуллин, С. Лёвкин, А. Бочкарев, В. Жидкин, В. Лаптев";"";"Марат Хуснуллин|Андрей Бочкарев|Сергей Лёвкин|Владимир Жидкин"
"210";"Строительство двухуровневой развязки на пересечении Новоясеневского проспекта с ул. Профсоюзная (у ст. м. ""Теплый стан""). А. Бочкарев";"";"Андрей Бочкарев|дороги|строительство|развязки|транспортные развязки|эстакады"
"211";"Субботний объезд ЮВАО и совещание с участием жителей округа. М. Хуснуллин, В. Зотов";"";"дороги|жители|Марат Хуснуллин"
"212";"Запуск тоннелепроходческого щита от станции метро ""Раменки"" в сторону станции ""Ломоносовский проспект"". В. Швецов";"";"метро|строительство метро|ТПМК|тоннелепроходческий щит|Калининско-Солнцевская линия|проходка тоннелей|тоннели"
"213";"Реконструкция православного Свято-Софийского детского дома (ул. Крупской, д. 12А)";"";"объекты образования"
"214";"Пилотный проект реконструкции жилого дома без отселения (ул. Мишина, д. 32). О. Рындин";"";"дома|жители|строительство"
"215";"Посещение строящегося участка Малого кольца МЖД. С. Собянин, М. Хуснуллин, С. Костин";"";"Марат Хуснуллин|МКЖД|железная дорога"
"216";"Открытие знака «Лучший реализованный проект 2010 года» (здание Мосгосстройнадзора). С. Сущенко, В. Пахомов, Б. Фролов, А. Зайко";"";\N
"218";"Осмотр строительства станции ""Верхние Лихоборы"" Люблинско-Дмитровской линии метрополитена. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Москва|Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|строительство|тоннели|ТПМК|тоннелепроходческий щит|электродепо|Люблинско-Дмитровская линия|станции метро"
"219";"Осмотр хода строительства участка Северо-Восточной хорды от шоссе Энтузиастов до Измайловского шоссе. А. Бочкарев";"";"Москва|дороги|Андрей Бочкарев|строительство|транспортные развязки|хорда|эстакады|железная дорога"
"220";"Персоналии";"";\N
"221";"Марат Хуснуллин, заместитель мэра Москвы по вопросам градостроительной политики и строительства, руководитель Стройкомплекса Москвы";"Марат Хуснуллин, руководитель Стройкомплекса Москвы, Стройкомплекс Москвы";"Марат Хуснуллин|строительство"
"222";"Железная дорога";"";\N
"223";"Андрей Бочкарев, руководитель Департамента строительства города Москвы";"Департамент строительства Москвы";"Андрей Бочкарев"
"224";"Андрей Антипов, председатель Комитета по архитектуре и градостроительству города Москвы";"Москомархитектура";"Андрей Антипов"
"225";"Сергей Кузнецов, главный архитектор города Москвы";"главный архитектор Москвы, Архитектурный совет Москвы, архитектурные конкурсы";"Сергей Кузнецов|строительство"
"226";"Владимир Жидкин, руководитель Департамента развития новых территорий города Москвы";"новая Москва, присоединенные территории, Московская агломерация";"Владимир Жидкин|строительство"
"227";"Сергей Лёвкин, руководитель Департамента градостроительной политики города Москвы";"Департамент градостроительной политики Москвы";"Сергей Лёвкин|строительство"
"228";"Константин Тимофеев, председатель Комитета города Москвы по обеспечению реализации инвестиционных проектов в строительстве и контролю в области долевого строительства с заключением служебного контракта";"Москомстройинвест, дольшики, граждане-соинвесторы";"Константин Тимофеев|строительство"
"229";"Субботний объезд ТиНАО и открытое совещание с участием жителей округа. М. Хуснуллин, В. Жидкин, А. Челышев";"";"Москва|дома|дороги|жители|Марат Хуснуллин|Владимир Жидкин|строительство|жилье|новая Москва"
"230";"Игорь Солонников, председатель Комитета города Москвы по ценовой политике в строительстве и государственной экспертизе проектов";"Москомэкспертиза, экспертиза проектов";"Игорь Солонников"
"231";"Субботний объезд САО. Площадь Тверской Заставы, Люблинско-Дмитровская линия метро. М. Хуснуллин, А. Бочкарев, В. Базанчук";"";"дороги|Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|строительство|железная дорога|Люблинско-Дмитровская линия|станции метро"
"232";"Встреча с членами жюри международного конкурса на концепцию парка ""Зарядье"". С. Собянин, М. Хуснуллин, С. Кузнецов";"";"Москва|Марат Хуснуллин|Сергей Кузнецов|Зарядье|строительство|конкурсы"
"233";"Пресс-конференция, посвященная итоговому отбору команд-участниц международного конкурса на разработку концепции парка в Зарядье. С. Кузнецов";"";"Сергей Кузнецов|Зарядье"
"234";"Реконструкция Можайского шоссе и ""клеверной"" развязки с МКАД. С. Собянин, А. Бочкарев";"";"Москва|МКАД|дороги|Андрей Бочкарев|строительство|развязки|эстакады"
"235";"Субботний объезд ВАО. Четвертое транспортное кольцо. М. Хуснуллин";"";"дороги|Марат Хуснуллин|Андрей Бочкарев|строительство|развязки|транспортные развязки|хорда|эстакады"
"236";"Cнос пятиэтажки в СВАО по адресу: пр. Русанова,  д. 9. С. Собянин, С. Лёвкин";"";"Москва|дома|жители|Сергей Лёвкин|жилье"
"237";"Запуск тоннелепроходческого комплекса от электродепо ""Лихоборы"" в сторону станции ""Верхние Лихоборы"". С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Москва|Андрей Бочкарев|метро|строительство метро|строительство|тоннели|ТПМК|тоннелепроходческий щит|Люблинско-Дмитровская линия|станции метро|проходка тоннелей"
"238";"Осмотр хода строительства в Троицком и Новомосковском округах Москвы. С. Собянин, М. Хуснуллин, А. Бочкарев, В. Жидкин, А. Челышев";"";"Москва|дороги|Марат Хуснуллин|Андрей Бочкарев|Владимир Жидкин|метро|строительство метро|строительство|храмы|офисные центры|жилье|тоннели|Сокольническая линия|станции метро|новая Москва"
"239";"Открытие эстакады на пересечении Рублевского шоссе с улицами Маршала Тимошенко, Академика Павлова и Осенним бульваром. С. Собянин, М. Хуснуллин. А. Бочкарев";"";"Москва|дороги|Марат Хуснуллин|Андрей Бочкарев|строительство|развязки|вылетные магистрали|хорда|эстакады|реконструкция"
"240";"Открытие поликлиники в пос. Северный (СВАО). С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Москва|дома|жители|Марат Хуснуллин|Андрей Бочкарев|объекты медицины"
"241";"Открытие эстакады на Ярославском шоссе в районе улицы Вешних Вод. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Москва|дороги|Марат Хуснуллин|Андрей Бочкарев|строительство|развязки|транспортные развязки|вылетные магистрали|эстакады|реконструкция"
"242";"Посещение пилотного детского сада в Куркино. С. Собянин, М. Хуснуллин, А. Бочкарев, С. Кузнецов";"";"Москва|Марат Хуснуллин|Андрей Бочкарев|Сергей Кузнецов|ДОУ|детские сады|строительство|объекты образования"
"243";"Реконструкция Можайского путепровода. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"дороги|Марат Хуснуллин|Андрей Бочкарев|строительство|вылетные магистрали|эстакады|железная дорога|реконструкция"
"244";"Посещение Московского нефтеперерабатывающего завода и АЗС «Газпромнефть». С. Собянин, М. Хуснуллин";"";"Марат Хуснуллин|строительство|промышленные объекты"
"245";"Пресс-конференция на тему развития общественных пространств Москвы. М. Хуснуллин, Я. Гейл, С. Кузнецов, К. Нигматулина, А. Кульбачевский";"";"Марат Хуснуллин|Сергей Кузнецов"
"246";"Строительство станции метро ""Селигерская"" Люблинско-Дмитровской линии. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Москва|Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|строительство|тоннели|Люблинско-Дмитровская линия|станции метро|проходка тоннелей"
"247";"Стройкомплекс отметил 25-летие на спортивном празднике";"";"Марат Хуснуллин|Андрей Бочкарев|Сергей Лёвкин|Владимир Жидкин|спортивные объекты"
"248";"Строительство Бусиновской транспортной развязки. М. Соколов, С. Собянин, М. Хуснуллин";"";"Москва|МКАД|дороги|Марат Хуснуллин|строительство|развязки|транспортные развязки|вылетные магистрали|хорда|эстакады|реконструкция"
"249";"Международная конференция «Городское планирование: транспортный аспект. Российский и международный опыт». М. Хуснуллин";"";"Москва|Марат Хуснуллин|Андрей Бочкарев|Владимир Жидкин"
"250";"Посещение строящейся поликлиники в ЮВАО. С. Собянин, М. Хуснуллин";"";"Москва|дома|жители|Марат Хуснуллин|строительство|объекты медицины"
"251";"Выездное совещание в городском округе Щербинка, ТиНАО. М. Хуснуллин, В. Жидкин";"";"Москва|дома|дороги|Марат Хуснуллин|Константин Тимофеев|Владимир Жидкин|ДОУ|строительство|школа|объекты медицины|жилье|развязки|объекты образования|реконструкция|новая Москва"
"252";"Осмотр хода строительства станции ""Фонвизинская"" Люблинско-Дмитровской линии метрополитена. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|строительство|тоннели|Люблинско-Дмитровская линия|станции метро|проходка тоннелей"
"253";"Встреча с ветеранами отрасли в преддверии Дня строителя. М. Хуснуллин, С. Дегтярев, В. Лаптев";"";"Марат Хуснуллин"
"254";"Открытие Ленинградского вокзала после реконструкции. С. Собянин, М. Хуснуллин, А. Воробьев, В. Якунин";"";"Марат Хуснуллин|железная дорога|реконструкция"
"258";"Субботний объезд САО и открытое совещание с участием жителей округа. М. Хуснуллин, В. Базанчук";"";"жители|Марат Хуснуллин|Андрей Бочкарев|метро|строительство метро|строительство|Третий пересадочный контур|станции метро|метро «Петровский парк» (Третий пересадочный контур)|Сергей Кузнецов"
"259";"Награждение победителей конкурсов «Лучший бытовой городок - 2013» и «Московские мастера - 2013»";"";"Марат Хуснуллин|Андрей Бочкарев|Сергей Лёвкин|конкурсы|Городские конкурсы"
"260";"Участие в осмотре хода строительства здания социального приюта для детей и подростков «Алтуфьево». С. Собянин, А. Бочкарев";"";"Андрей Бочкарев|строительство"
"261";"Осмотр строительства транспортной развязки на пересечении Новоясеневского проспекта и Профсоюзной улицы. С. Собянин, М. Хуснуллин, А. Бочкарев";"";"дороги|Марат Хуснуллин|Андрей Бочкарев|развязки|транспортные развязки|вылетные магистрали|эстакады|реконструкция"
